Organization Name,Address,City,State,Zip,Longitude,Latitude,Website,Phone Number,Description of Services,BASIC NEEDS,Clothing ,Financial assistance,Food,Emergency shelter,Housing/Shelter,Safe space,Youth drop-in centers,EARLY CHILDHOOD & PARENTING ,Child care/Day care ,Fatherhood programs,"Head Start/Early Head Start, preschool",Home visiting for pregnant/parenting teens,"Pregnant/parenting classes, counseling, support groups",EDUCATION,Academic counseling,"Arts (music, dance, writing, spoken word, language)",Behavioral/self-management programs/workshops,Civic engagement,"College readiness, counseling, career prep",Computer literacy/training,Enrichment field trips,Financial literacy,High school/GED completion,Homework help,Leadership/character development ,"Out of school, chronically truant youth counseling, re-engagement","Reading, literacy",Service learning,"STEM/STEAM (science, technology, engineering, math, arts)",Tutoring ,Vocational skills,EMPLOYMENT,Job placement (long-term),Job training/Workforce preparation,"Youth workforce preparation, employment",FAMILY STABILITY,"Adoption services, support","Domestic violence support, counseling",Family support,"Foster care services, support",Re-entry support programs for ex-offenders,HEALTH & WELLNESS,Anger management counseling,At-risk youth counseling,"Behavioral/mental health counseling, services",Behavior self-management programs,Cessation programs,Dental care,"Domestic violence support, counseling",Family and child counseling,"Family planning, birth control","Health clinics (primary care, family medicine, federally-qualified health centers)",Health literacy; connect to health services.,"HIV/AIDS testing, treatment",Immunizations/Vaccinations,Management of chronic conditions,Men's health services,"Mental health counseling, services","Nutrition and wellness programs, counseling",Physical activity/sports,"Preventive health (includes prenatal, dental, vision, cancer screenings)",Re-entry support programs for ex-offenders,"School, sports physicals",Sexual assault counseling,Sexually transmitted disease (STD) testing,"Substance abuse/addiction counseling, treatment",Vision care,Women's health services,HOTLINES/HELPLINES,Child abuse reporting,Crisis,Domestic violence,HIV/STI/STD Hotline,Rape,Trauma,VIOLENCE PREVENTION,At-risk youth counseling,"Domestic violence support, counseling",Engage youth to prevent gang participation,"Out of school/chronically truant youth counseling, re-engagement",Re-entry support programs for ex-offenders,Safe space,"Violence prevention workshop, peace circles",YOUTH ENGAGEMENT,After school programs,"Arts (music, dance, writing, spoken word, language)",Civic engagement,Engage youth to prevent gang participation,Enrichment field trips,"Leadership, character development",Mentoring ,"Out of school, chronically truant youth counseling, re-engagement",Service learning,"Sports, recreation","Summer programs, camp",Volunteer opportunities,Youth clubs,
People's Music School-Gary Comer Center,7200 S Ingleside Ave,Chicago,IL,60619,-87.602238,41.765040,http://www.peoplesmusicschool.org/,773-358-4100,Members interested in learning an instrument can gain the experience at the Gary Comer Youth Center.  Band courses cover Level I music theory and practice and other progressive forms of Band.  You must be a member to sign up for classes.,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
Phoenix Diverse Holistics Collaborative ,1658 E 83rd Pl,Chicago,IL,60617,-87.583757,41.743344,http://phoenixdiverseholistics.com/,312- 437-0796,"Provides collaborative services in mental, emotional and physical wellness through holistic services.  Services include restorative practices, healing/peace circles, nutrition classes, cultural immersion, parent education classes, Sankofa rites of passage, emotional health management, social emotional learning, martial arts, stress reduction.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pickens Memorial Temple COGIC Food Pantry,5659 S Union Ave,Chicago,IL,60621,-87.642575,41.790912,https://www.chicagosfoodbank.org/locations/pickens-memorial-temple-cogic/,773- 488-0300,HOURS: Friday 3:30 pm - 5:30 pm.  SERVICE AREA:  N: 47th St; S: 95th St; E: Stoney Island Ave; W: Ashland Ave.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planned Parenthood - Englewood Health Center,6059 S Ashland Ave,Chicago,IL,60636,-87.664275,41.783232,https://www.plannedparenthood.org/health-center/illinois/chicago/60636/englewood-health-center-2264-90430,773- 434-3700,"Provides family planning services, HIV testing, men's and women's healthcare services, STD testing, vaccinations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precious Little One's Learning Center,22 E 63rd St,Chicago,IL,60637,-87.624191,41.780038,https://chicagoearlylearning.org/location/931/,773-891-5055,Child care/day care.,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph Elementary School,7316 S Hoyne Ave,Chicago,IL,60636,-87.675899,41.760830,https://chicagoearlylearning.org/location/826/asa-philip-randolph-elementary-school/,773- 535-9015,"Head Start.  Chicago Public Schools early childhood school based preschool program, ages 3-5 years.",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shepherd's Hope Family Feeding Center,6455 S Peoria S,Chicago,IL,60621,-87.647161,41.776517,http://shepherdshopechicago.org/programs/food-pantry/,773-846-0080,HOURS: Wednesday and Friday 12:00 pm - 2:00 pm. ,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shepherd's Hope Food Pantry,5732 S Lowe Ave,Chicago,IL,60621,-87.641419,41.789699,http://shepherdshopechicago.org/get-involved/food-pantry-serve/,773- 846-9494,HOURS: Tuesdays and Thursdays 10:00 am - 2:00 pm.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherwood Elementary School,245 W 57th St,Chicago,IL,60621,-87.632042,41.790863,https://chicagoearlylearning.org/location/848/jesse-sherwood-elementary-school/,773- 535-0829,"Head Start.  Chicago Public Schools early childhood school based preschool program, ages 3-5 years.",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherwood Park,5701 S Shields Ave,Chicago,IL,60621,-87.634041,41.791441,http://www.chicagoparkdistrict.com/parks/Sherwood-Park/,773- 256-0926,"Gymnasium, fitness center, Youth Wellness Center, interactive spray pool, playground, basketball court, baseball field, seasonal sports, nutrition program, gymnastics, Teen Club, dance and violin, after school programs throughout the school year, and six-week summer day camp.
",,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,1,,1,
South Central Community Services After School Program,1021 E 83rd St,Chicago,IL,60619,-87.599468,41.743972,http://www.sccsinc.org/afterschool_program.html,773-483-0412 after 2pm,"Homework help, arts and crafts, sports and recreation, field trips, activities.  Free transportation within 3 mile radius.",,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,
South Central Community Services Mental Health Program,8316 S Ellis Ave,Chicago,IL,60619,-87.600199,41.743390,http://www.sccsinc.org/,773- 483-0900,"Outpatient mental health counseling/therapy program for children and adults.  Educational Services Department provides academic instruction, independent living and vocational skills, and supportive services to clients pre-school to young adult.  The Day Treatment High School Program for emotionally disturbed youth, ages 15 to 21 years old, provides a full range of educational and therapeutic services.  The Day Treatment Elementary Program for emotionally disturbed youth, ages 7 to 14 years old, also provides a full range of educational and therapeutic services.",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwood Interventions,5701 S Wood St,Chicago,IL,60636,-87.669315,41.790512,http://www.abraxasyfs.com/facilities/southwood/,773- 737-4600,"Provides services to adult male and female substance users, offering a full continuum of services from detox, to residential, and outpatient programming.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Bernard Hospital Dental Clinic,326 W 64th St,Chicago,IL,60621,-87.632981,41.778138,https://www.stbh.org/dental-services/,773-962-3976,"Routine dental care for children and adults, including exams, cleanings, sealants, fillings, root canals, crown procedures and minor orthodontic care,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Bernard Hospital Primary Care Walk-in Clinic,6307 S. Stewart Ave,Chicago,IL,60621,-87.634992,41.779934,https://www.stbh.org/the-walk-in-clinic/,773-420-1513,"Treatment services for common conditions/illnesses (allergies, bronchitis, diabetes, high blood pressure, sinus infection, sore/strep throat, earache, diarrhea, common cold, fever), immunizations, school and sports physicals.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stagg School of Excellence,7424 S Morgan St,Chicago,IL,60621,-87.649136,41.759314,http://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610339,773- 535-3565,"Head Start.  Chicago Public Schools early childhood school based preschool program, ages 3-5 years.",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teamwork Englewood,815 W 63rd St,Chicago,IL,60621,-87.645532,41.779753,http://www.teamworkenglewood.org/Smart-Communities-Program.html,773- 488-6600,"Re-Entry Resource Center for ex-offenders, one-stop location for services and support.  African American Male Initiative mentoring program for males ages 10-19.  Hoops in the Hood is a traveling basketball league that combines basketball drills, games, mentoring and health awareness during after school and summer hours.  Accepts all ages.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,
The Salvation Army Adele and Robert Stern Red Shield Center,945 W 69th St,Chicago,IL,60621,-87.649051,41.768733,http://www.rscchicago.org/,773- 358-3200,"The community center in Englewood is the entry point for people in need seeking assistance with feeding their families, paying rent and utility bills, educational and recreational programs for people of all ages, counseling, worship and more.  Provides sports and recreational programs, Teen Corner (safe place for teens to socialize), youth character building programs, full-service music school for youth and adults ages 8 and older, languages and book club, applied arts.",,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,, , , , ,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,1,,,,1,,,,
The Salvation Army Adele and Robert Stern Red Shield Center Child Care,945 W 69th St,Chicago,IL,60621,-87.649051,41.768733,http://www.rscchicago.org/child-care/,773-358-4650,Child care/Day care. Head Start.  Age 6 weeks-5 years.,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Salvation Army Adele and Robert Stern Red Shield Center Family & Community Services,845 W 69th St,Chicago,IL,60621,-87.649051,41.768733,http://www.rscchicago.org/family-and-community-services/,773-382-4601 ,At-Risk Youth Counseling for youth at risk for school failure and/or incarceration.  Counseling is provided to both adults and youth who have an open case with the State Department of Child and Family Services (DCFS) due to abuse or neglect.  Outreach and support services for human trafficking victims through the STOP-IT program.,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
The Salvation Army Adele and Robert Stern Red Shield Center Food Pantry,945 W 69th St,Chicago,IL,60621,-87.649051,41.768733,http://www.rscchicago.org/family-and-community-services/food-pantry/,773- 205-3593,"Wednesdays and Thursdays, 9:00a.m.-11:00a.m. and 1p.m.-3p.m.",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uncle Shack Food Blessing Food Pantry,1818 W 74th St,Chicago,IL,60636,-87.669402,41.759428,https://www.chicagosfoodbank.org/locations/uncle-shack-food-blessing/,773- 863-0995, HOURS: Thursday 11:30 am - 1:30 pm.  SERVICE AREA: Zip Code 60636.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Universal Family Connection, Inc.",1350 W 103rd St,Chicago,IL,60643,-87.656997,41.706821,http://www.ufcinc.org/,773- 881-1711,"Family and community based-service agency provides comprehensive array of services that include family reunification and stabilization programs, domestic violence prevention and survivor treatment, child abuse prevention and counseling programs, educational and employment programs and various volunteer and training initiatives.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Universal Family Connection Out of School Time Program,1350 W 103rd St,Chicago,IL,60643,-87.656997,41.706821,http://www.ufcinc.org/,773- 881-1711," Focused on leadership, creative expression, academic and life skills improvement, and peer to peer interaction. ",,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,
Universal Family Connection Parenting Skills Program ,1350 W 103rd St,Chicago,IL,60643,-87.656997,41.706821,http://www.ufcinc.org/,773- 881-1711,For pregnant and/or parenting men and women age 15 and older.,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universal Family Connection Youth Working for Success,1350 W 103rd St,Chicago,IL,60643,-87.656997,41.706821,http://www.ufcinc.org/,773- 881-1711,"15-week three phase civic leadership program designed to empower justice-involved youth to develop leadership skills, address issues impacting their communities, and prepare them for employment. ",,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,
Universal Family Connection Child Welfare & Addiction Intervention Treatment ,1350 W 103rd St,Chicago,IL,60643,-87.656997,41.706821,http://www.ufcinc.org/,773- 881-1711,Provides services to DCFS-involved adolescents engaged in high risk drinking or drug use. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universal Family Connection Domestic Violence Victims Assistance,1350 W 103rd St,Chicago,IL,60643,-87.656997,41.706821,http://www.ufcinc.org/,773- 881-1711,"Provides outreach, crisis intervention and counseling to adult victims and families of domestic violence.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Universal Family Connection Behavioral Support for At-Risk Youth,1350 W 103rd St,Chicago,IL,60643,-87.656997,41.706821,http://www.ufcinc.org/,773- 881-1711,"Intensive counseling service for youth age 13 and under who are at risk for social, emotional and educational failure and currently attend elementary schools. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universal Family Connection Volunteer Program,1350 W 103rd St,Chicago,IL,60643,-87.656997,41.706821,http://www.ufcinc.org/,773- 881-1711,Provides social service experience and community service volunteer opportunities to youth.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Universal Family Connection Homeless Youth Services Program,1350 W 103rd St,Chicago,IL,60643,-87.656997,41.706821,http://www.ufcinc.org/,773- 881-1711,"Provides outreach, emergency shelter, interim housing and transitional living services for youth age 14-23 who are homeless or at imminent risk of becoming homeless.",,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universal Family Connection Intensive Youth Services,1350 W 103rd St,Chicago,IL,60643,-87.656997,41.706821,http://www.ufcinc.org/,773- 881-1711,Provides prevention education and diversion services for grammar school and high school students to assist in the prevention of recruitment and involvement of youth into gangs. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Visitation Parish Food Pantry,843 W Garfield Blvd,Chicago,IL,60621,-87.646665,41.793896,https://www.chicagosfoodbank.org/locations/visitation-parish-food-pantry/,773- 846-3570,HOURS: Monday and Wednesday 8:00 am - 11:00 am.  SERVICE AREA: N: 50th; S: 58th St; E: State; W: Damen.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We Do Care Food Pantry ,1538 W 69th St,Chicago,IL,60636,-87.663032,41.768568,https://www.chicagosfoodbank.org/locations/we-do-care/,773- 559-3811,HOURS: Thursday 1:00 pm - 3:00 pm.  SERVICE AREA: Cook County.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wentworth Elementary School,1340 W 71st St,Chicago,IL,60636,-87.657933,41.765038,http://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610223,773- 535-3394,"Chicago Public Schools early childhood school based preschool program, ages 3-5 years.",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIC Food and Nutrition Center - Catholic Charities,6202 S. Halsted St.,Chicago,IL,60621,-87.645174,41.781328,https://www.catholiccharities.net/GetHelp/OurServices/Nutrition.aspx,773-488-6800,"The Special Supplemental Nutrition Program for Women, Infants and Children (WIC) is a USDA food and nutrition program administered by the IL Department of Human Services. Centers provide a variety of WIC-approved foods for eligible participants. The food centers also provide access to social services, nutritional education, job training and educational programs.",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Young Chicago Authors,1180 N Milwaukee Ave,Chicago,IL,60642,-87.666227,41.903165,http://youngchicagoauthors.org/,773- 486-4331,"YCA exposes young people to hip-hop realist portraiture and teaches them how to create their own authentic narratives through a variety of arts education programs, including free weekly writing workshops and open mics for young poets, journalists, and emcees, and Louder Than A Bomb, the largest youth poetry slam in the country.",,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,, , , ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
YWCA of Metropolitan Chicago - Englewood Satellite,"641 W 63rd St, Lower Level #34-35",Chicago,IL,60621,-87.641251,41.779783,https://ywcachicago.org/our-work/sexual-violence-support-services/,773- 783-1031,"Provides assistance to victims of sexual assault, educates about the effects of violence in our community and promotes general health and wellness through the Sexual Violence Support Services (SVSS). Current programs include: Counseling Services, Rape Crisis Hotlines, Education & Training, Medical and Legal Advocacy.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YWCA of Metropolitan Chicago Rape Crisis Hotline,,,,,,,https://ywcachicago.org/our-work/sexual-violence-support-services/rape-crisis-hotline/,888-293-2080,"Operating 24 hours a day, 7 days a week, the Rape Crisis Hotline provides survivors of sexual assault/abuse and their significant others immediate support, crisis intervention and referrals for the city of Chicago and surrounding suburbs. The volunteers and staff at the hotline have received extensive training in sexual assault crisis intervention. The Chicago Rape Crisis Hotline is also the Rape, Abuse and Incest National Network (RAINN) affiliate for the city of Chicago.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
YWCA RISE Children's Center,300 S Ashland Ave,Chicago,IL,60607,-87.666728,41.877339,https://ywcachicago.org,312- 733-2102,"The Rape, Incest, and Sexual Exploitation (RISE) Children's Center is a free counseling center for survivors of sexual violence aged 3 to 17 years of age.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
