14-Digit PIN #,Street Number,Dir.,Street Name,Type,Sq. Ft.,Ward,Community Area,Zoning Classification,TIF District,Location
20-18-424-028-0000,6244,S,WINCHESTER,AVE,5336,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6244 S WINCHESTER AVE
CHICAGO, IL
(41.780569, -87.672706)"
20-29-109-048-0000,1230,W,72ND,ST,3641,6,WEST ENGLEWOOD,RS-2,NOT IN TIF,"1230 W 72ND ST
CHICAGO, IL
(41.763229, -87.655259)"
20-20-323-040-0000,6906,S,RACINE,AVE,13664,6,WEST ENGLEWOOD,B1-1,67th/Wentworth,"6906 S RACINE AVE
CHICAGO, IL
(41.768565, -87.65422)"
20-18-428-012-0000,6235,S,WOOD,ST,3099,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6235 S WOOD ST
CHICAGO, IL
(41.780204, -87.669085)"
20-19-421-039-0000,6942,S,PAULINA,,3117,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6942 S PAULINA
CHICAGO, IL
(41.767479, -87.666317)"
20-17-130-021-0000,5839,S,THROOP,ST,3319,16,WEST ENGLEWOOD,M1-1,NOT IN TIF,"5839 S THROOP ST
CHICAGO, IL
(41.7875, -87.657144)"
20-18-117-033-0000,5744,S,SEELEY,AVE,4014,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5744 S SEELEY AVE
CHICAGO, IL
(41.788956, -87.675369)"
20-17-424-033-0000,1152,W,63RD,ST,3126,16,ENGLEWOOD,C1-2,Englewood Neighborhood,"1152 W 63RD ST
CHICAGO, IL
(41.779624, -87.654165)"
20-17-400-007-0000,1141,W,59TH,ST,3001,16,ENGLEWOOD,B3-1,Englewood Neighborhood,"1141 W 59TH ST
CHICAGO, IL
(41.786914, -87.653944)"
20-19-129-014-0000,6635,S,SEELEY,AVE,3872,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6635 S SEELEY AVE
CHICAGO, IL
(41.772813, -87.674946)"
20-17-129-006-0000,5815,S,ADA,,3115,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5815 S ADA
CHICAGO, IL
(41.788276, -87.658333)"
20-17-128-019-0000,5800,S,ADA,ST,30382,16,WEST ENGLEWOOD,M1-1,NOT IN TIF,"5800 S ADA ST
CHICAGO, IL
(41.788345, -87.658334)"
20-18-420-011-0000,6127,S,WOOD,ST,3102,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6127 S WOOD ST
CHICAGO, IL
(41.782378, -87.669104)"
20-19-203-032-0000,6336,S,WOOD,ST,3065,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6336 S WOOD ST
CHICAGO, IL
(41.778314, -87.669039)"
20-17-325-032-0000,6240,S,JUSTINE,ST,3093,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6240 S JUSTINE ST
CHICAGO, IL
(41.780092, -87.663013)"
20-20-310-029-0000,6828,S,BISHOP,ST,3128,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6828 S BISHOP ST
CHICAGO, IL
(41.769905, -87.660323)"
20-19-231-001-0000,6601,S,MARSHFIELD,AVE,3021,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6601 S MARSHFIELD AVE
CHICAGO, IL
(41.773863, -87.665353)"
20-29-114-028-0000,1268,W,72ND,PL,3114,6,WEST ENGLEWOOD,RS-2,NOT IN TIF,"1268 W 72ND PL
CHICAGO, IL
(41.762289, -87.656631)"
20-19-211-035-0000,6432,S,WOOD,ST,2950,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6432 S WOOD ST
CHICAGO, IL
(41.776547, -87.668987)"
20-20-302-021-0000,6743,S,LAFLIN,,3124,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6743 S LAFLIN
CHICAGO, IL
(41.771456, -87.661597)"
20-17-320-047-0000,6156,S,ADA,ST,2907,16,WEST ENGLEWOOD,RT-4,NOT IN TIF,"6156 S ADA ST
CHICAGO, IL
(41.781546, -87.65827)"
20-19-411-037-0000,1824,W,69TH,ST,5015,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1824 W 69TH ST
CHICAGO, IL
(41.768489, -87.669707)"
20-20-310-048-0000,6820,S,BISHOP,ST,1557,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6820 S BISHOP ST
CHICAGO, IL
(41.769744, -87.660317)"
20-19-418-006-0000,1845,W,69TH,ST,2999,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1845 W 69TH ST
CHICAGO, IL
(41.768475, -87.670589)"
20-17-102-035-0000,1459,W,55TH,ST,3542,16,WEST ENGLEWOOD,RT-4,NOT IN TIF,"1459 W 55TH ST
CHICAGO, IL
(41.793713, -87.662021)"
20-17-112-016-0000,5637,S,LOOMIS,BLVD,3113,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5637 S LOOMIS BLVD
CHICAGO, IL
(41.791122, -87.65964)"
20-20-102-015-0000,6331,S,LAFLIN,ST,3098,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6331 S LAFLIN ST
CHICAGO, IL
(41.778615, -87.661735)"
20-18-426-011-0000,6229,S,WOLCOTT,AVE,2977,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6229 S WOLCOTT AVE
CHICAGO, IL
(41.78029, -87.671507)"
20-18-425-014-0000,6237,S,WINCHESTER,AVE,3113,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6237 S WINCHESTER AVE
CHICAGO, IL
(41.780062, -87.6727)"
20-18-400-027-0000,5914,S,WINCHESTER,AVE,3110,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"5914 S WINCHESTER AVE
CHICAGO, IL
(41.786099, -87.672877)"
20-17-224-025-0000,1148,W,59TH,ST,3122,16,ENGLEWOOD,C1-1,Englewood Neighborhood,"1148 W 59TH ST
CHICAGO, IL
(41.786911, -87.65417)"
20-17-126-022-0000,5840,S,BISHOP,ST,3147,16,WEST ENGLEWOOD,M1-1,63rd/Ashland,"5840 S BISHOP ST
CHICAGO, IL
(41.78738, -87.660769)"
20-19-326-004-0000,2116,W,69TH,PL,3105,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"2116 W 69TH PL
CHICAGO, IL
(41.767491, -87.676881)"
20-18-214-040-0000,5642,S,MARSHFIELD,,3120,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5642 S MARSHFIELD
CHICAGO, IL
(41.791443, -87.665712)"
20-20-318-029-0000,6934,S,BISHOP,ST,3094,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6934 S BISHOP ST
CHICAGO, IL
(41.767532, -87.660258)"
20-20-108-008-0000,6425,S,ASHLAND,AVE,2821,16,WEST ENGLEWOOD,C1-2,63rd/Ashland,"6425 S ASHLAND AVE
CHICAGO, IL
(41.776848, -87.664085)"
20-19-422-012-0000,6921,S,PAULINA,ST,3113,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6921 S PAULINA ST
CHICAGO, IL
(41.767855, -87.666323)"
20-17-118-028-0000,5710,S,BISHOP,ST,3082,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5710 S BISHOP ST
CHICAGO, IL
(41.790087, -87.660837)"
20-29-114-001-0000,7209,S,ADA,ST,2988,6,WEST ENGLEWOOD,RS-2,NOT IN TIF,"7209 S ADA ST
CHICAGO, IL
(41.76289, -87.657303)"
20-18-111-013-0000,5637,S,HOYNE,,4001,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5637 S HOYNE
CHICAGO, IL
(41.791434, -87.676676)"
20-17-124-030-0000,1542,W,59TH,ST,3387,16,WEST ENGLEWOOD,M1-1,63rd/Ashland,"1542 W 59TH ST
CHICAGO, IL
(41.786785, -87.663653)"
20-17-118-047-0000,5758,S,BISHOP,ST,3017,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5758 S BISHOP ST
CHICAGO, IL
(41.788738, -87.660791)"
20-18-207-001-0000,1625,W,GARFIELD,BLVD,3665,16,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1625 W GARFIELD BLVD
CHICAGO, IL
(41.793659, -87.665604)"
20-17-308-041-0000,1538,W,61ST,ST,3087,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1538 W 61ST ST
CHICAGO, IL
(41.78315, -87.663411)"
20-18-428-039-0000,1732,W,63,ST,7110,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1732 W 63 ST
CHICAGO, IL
(41.779464, -87.667873)"
20-18-401-001-0000,1925,W,59TH,ST,3001,15,WEST ENGLEWOOD,C1-1,63rd/Ashland,"1925 W 59TH ST
CHICAGO, IL
(41.78667, -87.672639)"
20-19-313-012-0000,6815,S,BELL,AVE,3125,16,CHICAGO LAWN,M1-1,NOT IN TIF,"6815 S BELL AVE
CHICAGO, IL
(41.769663, -87.679626)"
20-20-105-004-0000,1315,W,63RD,ST,6247,16,WEST ENGLEWOOD,C1-2,Englewood Neighborhood,"1315 W 63RD ST
CHICAGO, IL
(41.779573, -87.657596)"
20-20-104-001-0000,1357,W,63RD,ST,8055,16,WEST ENGLEWOOD,PD 911,Englewood Neighborhood,"1357 W 63RD ST
CHICAGO, IL
(41.779556, -87.659046)"
20-17-316-041-0000,1542,W,62ND,ST,2869,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1542 W 62ND ST
CHICAGO, IL
(41.78132, -87.663555)"
20-19-327-020-0000,2011,W,69TH,ST,1954,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"2011 W 69TH ST
CHICAGO, IL
(41.768434, -87.673983)"
20-19-431-051-0000,1601,W,69TH,,9940,17,WEST ENGLEWOOD,PD 859,69th and Ashland,"1601 W 69TH
CHICAGO, IL
(41.768553, -87.664004)"
20-29-130-003-0000,7443,S,ASHLAND,AVE,19739,17,WEST ENGLEWOOD,M2-2,79th Street Corridor,"7443 S ASHLAND AVE
CHICAGO, IL
(41.758261, -87.663565)"
20-30-200-003-0000,1951,W,71,ST,3127,17,WEST ENGLEWOOD,B1-1,NOT IN TIF,"1951 W 71 ST
CHICAGO, IL
(41.764816, -87.673212)"
20-19-218-015-0000,6545,S,WOLCOTT,,3687,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6545 S WOLCOTT
CHICAGO, IL
(41.774915, -87.671352)"
20-18-106-024-0000,5518,S,DAMEN,AVE,3121,15,WEST ENGLEWOOD,B1-1,NOT IN TIF,"5518 S DAMEN AVE
CHICAGO, IL
(41.792926, -87.674267)"
20-17-123-027-0000,5704,S,RACINE,AVE,3112,16,WEST ENGLEWOOD,B1-1,NOT IN TIF,"5704 S RACINE AVE
CHICAGO, IL
(41.790326, -87.654775)"
20-20-107-003-0000,1221,W,63RD,ST,3099,16,WEST ENGLEWOOD,C1-2,Englewood Neighborhood,"1221 W 63RD ST
CHICAGO, IL
(41.779606, -87.655295)"
20-18-403-007-0000,1811,W,59,ST,3001,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"1811 W 59 ST
CHICAGO, IL
(41.786705, -87.669621)"
20-19-404-025-0000,6740,S,HERMITAGE,AVE,3117,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6740 S HERMITAGE AVE
CHICAGO, IL
(41.770948, -87.667617)"
20-19-202-002-0000,1855,W,63RD,ST,3548,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1855 W 63RD ST
CHICAGO, IL
(41.779311, -87.67125)"
20-19-417-019-0000,6951,S,WINCHESTER,AVE,2988,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6951 S WINCHESTER AVE
CHICAGO, IL
(41.766954, -87.672343)"
20-19-408-018-0000,6800,S,WINCHESTER,,3816,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6800 S WINCHESTER
CHICAGO, IL
(41.770262, -87.672451)"
20-17-114-001-0000,5601,S,THROOP,ST,2955,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5601 S THROOP ST
CHICAGO, IL
(41.792187, -87.657271)"
20-18-431-010-0000,6227,S,MARSHFIELD,AVE,3021,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6227 S MARSHFIELD AVE
CHICAGO, IL
(41.780429, -87.665472)"
20-18-429-004-0000,6209,S,HERMITAGE,AVE,3105,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6209 S HERMITAGE AVE
CHICAGO, IL
(41.780827, -87.667873)"
20-19-227-011-0000,6633,S,HONORE,ST,4047,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6633 S HONORE ST
CHICAGO, IL
(41.772915, -87.670123)"
20-18-413-014-0000,6035,S,HERMITAGE,AVE,3106,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6035 S HERMITAGE AVE
CHICAGO, IL
(41.783797, -87.66797)"
20-20-114-028-0000,6510,S,BISHOP,ST,3104,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6510 S BISHOP ST
CHICAGO, IL
(41.775484, -87.66047)"
20-17-315-041-0000,6052,S,RACINE,,3655,16,WEST ENGLEWOOD,B3-1,NOT IN TIF,"6052 S RACINE
CHICAGO, IL
(41.784108, -87.654643)"
20-17-109-020-0000,5651,S,JUSTINE,ST,3083,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5651 S JUSTINE ST
CHICAGO, IL
(41.791329, -87.663248)"
20-19-208-048-0000,1949,W,64TH,ST,3739,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"1949 W 64TH ST
CHICAGO, IL
(41.777535, -87.673413)"
20-20-111-009-0000,6421,S,BISHOP,,3098,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6421 S BISHOP
CHICAGO, IL
(41.77735, -87.660536)"
20-20-107-007-0000,1201,W,63RD,ST,8192,16,WEST ENGLEWOOD,C1-2,Englewood Neighborhood,"1201 W 63RD ST
CHICAGO, IL
(41.779617, -87.654709)"
20-17-116-026-0000,5716,S,JUSTINE,ST,3104,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5716 S JUSTINE ST
CHICAGO, IL
(41.78991, -87.663233)"
20-19-202-019-0000,6341,S,WOLCOTT,AVE,3331,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6341 S WOLCOTT AVE
CHICAGO, IL
(41.778371, -87.671465)"
20-19-400-032-0000,6724,S,WINCHESTER,AVE,3098,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6724 S WINCHESTER AVE
CHICAGO, IL
(41.771306, -87.672498)"
20-19-415-039-0000,6842,S,ASHLAND,AVE,2709,17,WEST ENGLEWOOD,B3-2,63rd/Ashland,"6842 S ASHLAND AVE
CHICAGO, IL
(41.768578, -87.664005)"
20-20-326-010-0000,7029,S,LAFLIN,ST,3094,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"7029 S LAFLIN ST
CHICAGO, IL
(41.765917, -87.66143)"
20-29-129-032-0000,1274,W,74TH,ST,3117,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"1274 W 74TH ST
CHICAGO, IL
(41.759557, -87.65686)"
20-29-216-006-0000,7317,S,RACINE,AVE,3113,17,ENGLEWOOD,B1-1,NOT IN TIF,"7317 S RACINE AVE
CHICAGO, IL
(41.760888, -87.654016)"
20-19-128-022-0000,6659,S,HOYNE,AVE,6513,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6659 S HOYNE AVE
CHICAGO, IL
(41.772448, -87.67618)"
20-18-409-031-0000,6016,S,WOLCOTT,AVE,3106,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6016 S WOLCOTT AVE
CHICAGO, IL
(41.784425, -87.671621)"
20-18-215-015-0000,5639,S,MARSHFIELD,AVE,2904,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5639 S MARSHFIELD AVE
CHICAGO, IL
(41.791055, -87.665702)"
20-29-124-042-0000,1244,W,73RD,PL,3112,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"1244 W 73RD PL
CHICAGO, IL
(41.76047, -87.655761)"
20-29-216-011-0000,7329,S,RACINE,AVE,3102,17,ENGLEWOOD,B1-1,NOT IN TIF,"7329 S RACINE AVE
CHICAGO, IL
(41.760527, -87.654009)"
20-19-408-038-0000,1942,W,69TH,ST,6248,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1942 W 69TH ST
CHICAGO, IL
(41.768438, -87.672992)"
20-20-103-002-0000,1421,W,63RD,ST,3121,16,WEST ENGLEWOOD,PD 911,63rd/Ashland,"1421 W 63RD ST
CHICAGO, IL
(41.77954, -87.660283)"
20-19-204-015-0000,6337,S,WOOD,ST,3097,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6337 S WOOD ST
CHICAGO, IL
(41.778367, -87.66904)"
20-18-431-006-0000,6217,S,MARSHFIELD,AVE,3021,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6217 S MARSHFIELD AVE
CHICAGO, IL
(41.780731, -87.66548)"
20-17-200-020-0000,5545,S,RACINE,AVE,3122,16,ENGLEWOOD,B3-2,Englewood Neighborhood,"5545 S RACINE AVE
CHICAGO, IL
(41.79251, -87.654821)"
20-17-103-027-0000,5532,S,LOOMIS,BLVD,3124,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5532 S LOOMIS BLVD
CHICAGO, IL
(41.792793, -87.659674)"
20-18-419-012-0000,6129,S,HONORE,ST,3107,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6129 S HONORE ST
CHICAGO, IL
(41.782301, -87.670341)"
20-20-315-027-0000,6818,S,RACINE,AVE,3100,17,WEST ENGLEWOOD,B1-1,NOT IN TIF,"6818 S RACINE AVE
CHICAGO, IL
(41.769901, -87.654257)"
20-20-102-039-0000,6346,S,BISHOP,ST,3118,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6346 S BISHOP ST
CHICAGO, IL
(41.77841, -87.660573)"
20-17-126-023-0000,5842,S,BISHOP,ST,3147,16,WEST ENGLEWOOD,M1-1,63rd/Ashland,"5842 S BISHOP ST
CHICAGO, IL
(41.787322, -87.660767)"
20-19-212-014-0000,6441,S,WOOD,ST,3709,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6441 S WOOD ST
CHICAGO, IL
(41.776466, -87.668984)"
20-17-122-019-0000,5749,S,THROOP,,3119,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5749 S THROOP
CHICAGO, IL
(41.78963, -87.657178)"
20-17-312-032-0000,6030,S,ADA,ST,3126,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6030 S ADA ST
CHICAGO, IL
(41.784004, -87.658275)"
20-18-404-001-0000,1757,W,59TH,ST,4040,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"1757 W 59TH ST
CHICAGO, IL
(41.786715, -87.669073)"
20-18-414-028-0000,6030,S,MARSHFIELD,AVE,3119,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6030 S MARSHFIELD AVE
CHICAGO, IL
(41.78396, -87.665546)"
20-20-109-010-0000,6423,S,JUSTINE,ST,3094,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6423 S JUSTINE ST
CHICAGO, IL
(41.777057, -87.662931)"
20-18-116-022-0000,5717,S,HOYNE,,4112,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5717 S HOYNE
CHICAGO, IL
(41.78998, -87.676638)"
20-29-123-028-0000,1302,W,73RD,PL,3315,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"1302 W 73RD PL
CHICAGO, IL
(41.760447, -87.657471)"
20-19-430-032-0000,7028,S,MARSHFIELD,AVE,3053,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"7028 S MARSHFIELD AVE
CHICAGO, IL
(41.765705, -87.665078)"
20-19-202-003-0000,1851,W,63RD,ST,3548,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1851 W 63RD ST
CHICAGO, IL
(41.779313, -87.671137)"
20-17-332-036-0000,1206,W,63RD,ST,3083,16,WEST ENGLEWOOD,C1-2,NOT IN TIF,"1206 W 63RD ST
CHICAGO, IL
(41.779614, -87.654903)"
20-29-109-029-0000,1278,W,72ND,ST,3139,6,WEST ENGLEWOOD,RS-2,NOT IN TIF,"1278 W 72ND ST
CHICAGO, IL
(41.7632, -87.657037)"
20-17-124-023-0000,5814,S,JUSTINE,,3106,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5814 S JUSTINE
CHICAGO, IL
(41.788237, -87.663199)"
20-17-327-039-0000,1440,W,63RD,ST,6352,16,WEST ENGLEWOOD,PD 911,63rd/Ashland,"1440 W 63RD ST
CHICAGO, IL
(41.77953, -87.660968)"
20-18-404-037-0000,5934,S,HERMITAGE,AVE,3109,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"5934 S HERMITAGE AVE
CHICAGO, IL
(41.785663, -87.667993)"
20-19-105-045-0000,2111,W,63RD,ST,6479,16,WEST ENGLEWOOD,RT-4A,63rd/Ashland,"2111 W 63RD ST
CHICAGO, IL
(41.779281, -87.676653)"
20-18-429-039-0000,1710,W,63RD,ST,3126,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1710 W 63RD ST
CHICAGO, IL
(41.779472, -87.667115)"
20-29-119-006-0000,1267,W,72ND,PL,3125,6,WEST ENGLEWOOD,RS-2,NOT IN TIF,"1267 W 72ND PL
CHICAGO, IL
(41.762289, -87.656589)"
20-18-412-036-0000,6042,S,HERMITAGE,AVE,3962,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6042 S HERMITAGE AVE
CHICAGO, IL
(41.783582, -87.667961)"
20-20-314-010-0000,6827,S,THROOP,,4725,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6827 S THROOP
CHICAGO, IL
(41.769538, -87.656667)"
20-19-204-030-0000,6330,S,HERMITAGE,AVE,3097,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6330 S HERMITAGE AVE
CHICAGO, IL
(41.778427, -87.667884)"
20-17-330-003-0000,6205,S,ADA,ST,3045,16,WEST ENGLEWOOD,RT-4,NOT IN TIF,"6205 S ADA ST
CHICAGO, IL
(41.781043, -87.658258)"
20-19-421-040-0000,6944,S,PAULINA,,3121,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6944 S PAULINA
CHICAGO, IL
(41.767452, -87.666317)"
20-19-305-015-0000,2110,W,67TH,PL,3125,16,WEST ENGLEWOOD,RS-2,NOT IN TIF,"2110 W 67TH PL
CHICAGO, IL
(41.771126, -87.676655)"
20-20-323-005-0000,6917,S,ELIZABETH,ST,3111,6,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6917 S ELIZABETH ST
CHICAGO, IL
(41.768129, -87.655414)"
20-17-100-022-0000,5540,S,JUSTINE,,3106,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5540 S JUSTINE
CHICAGO, IL
(41.79296, -87.663316)"
20-20-103-004-0000,1413,W,63RD,ST,3120,16,WEST ENGLEWOOD,PD 911,63rd/Ashland,"1413 W 63RD ST
CHICAGO, IL
(41.779543, -87.66009)"
20-17-126-006-0000,5813,S,LAFLIN,ST,3087,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5813 S LAFLIN ST
CHICAGO, IL
(41.788086, -87.661968)"
20-19-327-037-0000,2026,W,69TH,PL,3110,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"2026 W 69TH PL
CHICAGO, IL
(41.76752, -87.67465)"
20-29-129-031-0000,1274,W,74TH,ST,3117,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"1274 W 74TH ST
CHICAGO, IL
(41.759557, -87.65686)"
20-17-307-037-0000,5942,S,RACINE,AVE,3110,16,WEST ENGLEWOOD,C1-1,NOT IN TIF,"5942 S RACINE AVE
CHICAGO, IL
(41.785621, -87.654679)"
20-19-202-004-0000,1849,W,63,ST,3548,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1849 W 63 ST
CHICAGO, IL
(41.779321, -87.670605)"
20-20-116-017-0000,6604,S,JUSTINE,ST,3103,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6604 S JUSTINE ST
CHICAGO, IL
(41.773738, -87.662855)"
20-19-203-028-0000,6326,S,WOOD,ST,3065,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6326 S WOOD ST
CHICAGO, IL
(41.778439, -87.669043)"
20-19-421-007-0000,1709,W,69TH,ST,3125,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1709 W 69TH ST
CHICAGO, IL
(41.768518, -87.66682)"
20-17-100-012-0000,5541,S,ASHLAND,AVE,2678,16,WEST ENGLEWOOD,B3-2,63rd/Ashland,"5541 S ASHLAND AVE
CHICAGO, IL
(41.792467, -87.664456)"
20-17-304-017-0000,5931,S,LOOMIS,BLVD,3133,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5931 S LOOMIS BLVD
CHICAGO, IL
(41.785834, -87.659526)"
20-20-319-006-0000,1411,W,69TH,ST,3127,6,WEST ENGLEWOOD,RS-3,67th/Wentworth,"1411 W 69TH ST
CHICAGO, IL
(41.768622, -87.659531)"
20-18-427-026-0000,6220,S,WOOD,ST,2981,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6220 S WOOD ST
CHICAGO, IL
(41.780492, -87.669089)"
20-18-408-027-0000,6006,S,WINCHESTER,AVE,3108,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6006 S WINCHESTER AVE
CHICAGO, IL
(41.784521, -87.672835)"
20-18-219-007-0000,5719,S,HONORE,ST,3724,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5719 S HONORE ST
CHICAGO, IL
(41.789711, -87.670543)"
20-18-228-009-0000,5802,S,HERMITAGE,AVE,2838,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5802 S HERMITAGE AVE
CHICAGO, IL
(41.788276, -87.668064)"
20-18-116-035-0000,5754,S,HOYNE,AVE,3810,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5754 S HOYNE AVE
CHICAGO, IL
(41.78868, -87.676601)"
20-18-404-028-0000,5957,S,WOOD,ST,3107,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"5957 S WOOD ST
CHICAGO, IL
(41.785025, -87.669185)"
20-18-420-048-0000,6158,S,HERMITAGE,AVE,2668,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6158 S HERMITAGE AVE
CHICAGO, IL
(41.781511, -87.667887)"
20-18-403-002-0000,1821,W,59,ST,3001,15,WEST ENGLEWOOD,B1-1,63rd/Ashland,"1821 W 59 ST
CHICAGO, IL
(41.786697, -87.670027)"
20-20-109-038-0000,6432,S,LAFLIN,,3095,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6432 S LAFLIN
CHICAGO, IL
(41.777111, -87.661697)"
20-18-420-044-0000,6150,S,HERMITAGE,AVE,3102,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6150 S HERMITAGE AVE
CHICAGO, IL
(41.781781, -87.667895)"
20-19-406-014-0000,6727,S,PAULINA,ST,3023,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6727 S PAULINA ST
CHICAGO, IL
(41.771373, -87.66646)"
20-29-124-006-0000,1269,W,73RD,ST,3113,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"1269 W 73RD ST
CHICAGO, IL
(41.761392, -87.656651)"
20-17-316-028-0000,6128,S,JUSTINE,,3106,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6128 S JUSTINE
CHICAGO, IL
(41.782245, -87.663073)"
20-19-417-007-0000,6921,S,WINCHESTER,,3115,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6921 S WINCHESTER
CHICAGO, IL
(41.767839, -87.672374)"
