14-Digit PIN #,Street Number,Dir.,Street Name,Type,Sq. Ft.,Ward,Community Area,Zoning Classification,TIF District,Location
20-17-227-020-0000,5814,S,MORGAN,ST,3131,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5814 S MORGAN ST
CHICAGO, IL
(41.788309, -87.649847)"
20-17-406-008-0000,5917,S,PEORIA,ST,3129,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5917 S PEORIA ST
CHICAGO, IL
(41.786399, -87.647395)"
20-20-413-023-0000,914,W,69TH,ST,1956,6,ENGLEWOOD,RS-3,67th/Wentworth,"914 W 69TH ST
CHICAGO, IL
(41.7688, -87.64761)"
20-16-120-007-0000,5833,S,HALSTED,ST,6556,20,ENGLEWOOD,M1-2,47th/Halsted,"5833 S HALSTED ST
CHICAGO, IL
(41.787785, -87.645033)"
20-21-326-035-0000,7056,S,NORMAL,BLVD,4841,6,ENGLEWOOD,RT-4,67th/Wentworth,"7056 S NORMAL BLVD
CHICAGO, IL
(41.765494, -87.637172)"
20-20-419-039-0000,6934,S,MORGAN,ST,3108,6,ENGLEWOOD,RT-4,NOT IN TIF,"6934 S MORGAN ST
CHICAGO, IL
(41.767662, -87.649347)"
20-21-310-006-0000,6821,S,PARNELL,AVE,2987,6,ENGLEWOOD,RT-4,67th/Wentworth,"6821 S PARNELL AVE
CHICAGO, IL
(41.770074, -87.638668)"
20-20-417-010-0000,6923,S,MAY,,3091,6,ENGLEWOOD,RS-3,NOT IN TIF,"6923 S MAY
CHICAGO, IL
(41.768311, -87.652982)"
20-20-315-029-0000,6822,S,RACINE,AVE,3100,17,WEST ENGLEWOOD,B1-1,NOT IN TIF,"6822 S RACINE AVE
CHICAGO, IL
(41.769767, -87.654253)"
20-16-300-001-0000,5901,S,HALSTED,,2407,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5901 S HALSTED
CHICAGO, IL
(41.787057, -87.645034)"
20-16-318-027-0000,659,W,61ST,PL,3164,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"659 W 61ST PL
CHICAGO, IL
(41.782557, -87.641311)"
20-28-225-019-0000,7420,S,VINCENNES,AVE,3229,6,GREATER GRAND CROSSING,C1-2,67th/Wentworth,"7420 S VINCENNES AVE
CHICAGO, IL
(41.759326, -87.630915)"
20-17-230-026-0000,856,W,59TH,ST,2951,16,ENGLEWOOD,C1-1,Englewood Neighborhood,"856 W 59TH ST
CHICAGO, IL
(41.787014, -87.647257)"
20-21-310-015-0000,6845,S,PARNELL,AVE,2801,6,ENGLEWOOD,RT-4,67th/Wentworth,"6845 S PARNELL AVE
CHICAGO, IL
(41.769947, -87.638664)"
20-17-404-003-0000,949,W,59TH,ST,3041,16,ENGLEWOOD,B3-1,Englewood Neighborhood,"949 W 59TH ST
CHICAGO, IL
(41.786983, -87.649313)"
20-17-224-031-0000,5807,S,RACINE,AVE,24496,16,ENGLEWOOD,M1-1,Englewood Neighborhood,"5807 S RACINE AVE
CHICAGO, IL
(41.788162, -87.654716)"
20-17-218-012-0000,5727,S,ABERDEEN,ST,3118,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5727 S ABERDEEN ST
CHICAGO, IL
(41.78968, -87.652341)"
20-21-116-029-0000,6526,S,UNION,AVE,5148,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6526 S UNION AVE
CHICAGO, IL
(41.775322, -87.642693)"
20-16-318-010-0000,735,W,61ST,PL,3146,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"735 W 61ST PL
CHICAGO, IL
(41.782492, -87.64354)"
20-17-220-002-0000,5701,S,MORGAN,ST,4183,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5701 S MORGAN ST
CHICAGO, IL
(41.790435, -87.649906)"
20-16-120-008-0000,5841,S,HALSTED,ST,6559,20,ENGLEWOOD,M1-2,47th/Halsted,"5841 S HALSTED ST
CHICAGO, IL
(41.787899, -87.645032)"
20-17-431-027-0000,6240,S,HALSTED,,6992,16,ENGLEWOOD,PD 1227,Englewood Mall,"6240 S HALSTED
CHICAGO, IL
(41.78016, -87.644862)"
20-21-105-038-0000,6358,S,NORMAL,BLVD,3164,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6358 S NORMAL BLVD
CHICAGO, IL
(41.778194, -87.637496)"
20-20-406-043-0000,6725,S,PEORIA,ST,3169,6,ENGLEWOOD,RS-3,NOT IN TIF,"6725 S PEORIA ST
CHICAGO, IL
(41.77168, -87.647015)"
20-17-406-018-0000,5947,S,PEORIA,ST,3127,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5947 S PEORIA ST
CHICAGO, IL
(41.785638, -87.647371)"
20-16-318-094-0000,6149,S,HALSTED,ST,976,16,ENGLEWOOD,PD 560,Englewood Neighborhood,"6149 S HALSTED ST
CHICAGO, IL
(41.781731, -87.644804)"
20-28-107-031-0000,7136,S,STEWART,AVE,4130,6,ENGLEWOOD,RT-4,67th/Wentworth,"7136 S STEWART AVE
CHICAGO, IL
(41.764086, -87.634711)"
20-16-102-018-0000,5525,S,UNION,AVE,2078,20,ENGLEWOOD,RS-3,NOT IN TIF,"5525 S UNION AVE
CHICAGO, IL
(41.793638, -87.642702)"
20-29-220-006-0000,7315,S,MORGAN,ST,3112,17,ENGLEWOOD,RS-3,NOT IN TIF,"7315 S MORGAN ST
CHICAGO, IL
(41.760987, -87.649166)"
20-17-217-047-0000,5754,S,ABERDEEN,ST,4144,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5754 S ABERDEEN ST
CHICAGO, IL
(41.788852, -87.652323)"
20-16-102-077-0000,5634,S,LOWE,AVE,3160,20,ENGLEWOOD,RS-3,NOT IN TIF,"5634 S LOWE AVE
CHICAGO, IL
(41.791502, -87.641424)"
20-21-113-002-0000,6405,S,NORMAL,BLVD,2555,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6405 S NORMAL BLVD
CHICAGO, IL
(41.777918, -87.637488)"
20-20-400-013-0000,6729,S,RACINE,AVE,2991,16,ENGLEWOOD,RS-3,NOT IN TIF,"6729 S RACINE AVE
CHICAGO, IL
(41.771428, -87.654299)"
20-21-129-010-0000,419,W,66TH,ST,6632,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"419 W 66TH ST
CHICAGO, IL
(41.774401, -87.635218)"
20-17-427-006-0000,6215,S,CARPENTER,ST,3121,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6215 S CARPENTER ST
CHICAGO, IL
(41.78099, -87.650908)"
20-16-321-047-0000,633,W,62ND,ST,3116,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"633 W 62ND ST
CHICAGO, IL
(41.781627, -87.641209)"
20-17-423-058-0000,806,W,61ST,,844,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"806 W 61ST
CHICAGO, IL
(41.783385, -87.645653)"
20-16-408-020-0000,246,W,60TH,PL,3745,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"246 W 60TH PL
CHICAGO, IL
(41.784531, -87.632518)"
20-29-221-019-0000,7347,S,SANGAMON,ST,3117,17,ENGLEWOOD,RS-3,NOT IN TIF,"7347 S SANGAMON ST
CHICAGO, IL
(41.760081, -87.647928)"
20-16-204-028-0000,5645,S,WENTWORTH,AVE,3046,3,ENGLEWOOD,B3-1,Washington Park,"5645 S WENTWORTH AVE
CHICAGO, IL
(41.791413, -87.630416)"
20-16-300-014-0000,5939,S,HALSTED,ST,2799,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5939 S HALSTED ST
CHICAGO, IL
(41.785878, -87.644915)"
20-28-200-019-0000,7126,S,HARVARD,AVE,5921,6,GREATER GRAND CROSSING,RT-4,67th/Wentworth,"7126 S HARVARD AVE
CHICAGO, IL
(41.764493, -87.633416)"
20-17-431-002-0000,6207,S,GREEN,ST,4540,16,ENGLEWOOD,PD1227/C1-2,Englewood Mall,"6207 S GREEN ST
CHICAGO, IL
(41.781332, -87.646255)"
20-17-430-031-0000,852,W,63RD,ST,5585,16,ENGLEWOOD,PD 1227,Englewood Mall,"852 W 63RD ST
CHICAGO, IL
(41.779747, -87.646862)"
20-29-114-048-0000,7200,S,RACINE,AVE,3126,6,WEST ENGLEWOOD,B1-1,NOT IN TIF,"7200 S RACINE AVE
CHICAGO, IL
(41.763156, -87.654081)"
20-16-300-019-0000,5951,S,HALSTED,,13814,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5951 S HALSTED
CHICAGO, IL
(41.785485, -87.644901)"
20-20-414-002-0000,6805,S,PEORIA,ST,3160,6,ENGLEWOOD,RS-3,NOT IN TIF,"6805 S PEORIA ST
CHICAGO, IL
(41.770381, -87.646981)"
20-17-226-039-0000,1038,W,59TH,ST,3131,16,ENGLEWOOD,B3-1,Englewood Neighborhood,"1038 W 59TH ST
CHICAGO, IL
(41.786957, -87.651424)"
20-16-303-001-0000,525,W,59TH,ST,8430,20,ENGLEWOOD,M1-2,Englewood Neighborhood,"525 W 59TH ST
CHICAGO, IL
(41.787152, -87.638689)"
20-28-208-009-0000,7237,S,STEWART,AVE,2941,6,GREATER GRAND CROSSING,RT-4,NOT IN TIF,"7237 S STEWART AVE
CHICAGO, IL
(41.762362, -87.634609)"
20-29-216-004-0000,7311,S,RACINE,AVE,3113,17,ENGLEWOOD,B1-1,NOT IN TIF,"7311 S RACINE AVE
CHICAGO, IL
(41.760955, -87.654017)"
20-20-407-038-0000,6742,S,HALSTED,ST,3004,6,ENGLEWOOD,B3-2,67th/Wentworth,"6742 S HALSTED ST
CHICAGO, IL
(41.771173, -87.644582)"
20-28-223-015-0000,7447,S,STEWART,AVE,6059,6,GREATER GRAND CROSSING,B3-2,67th/Wentworth,"7447 S STEWART AVE
CHICAGO, IL
(41.758475, -87.634502)"
20-21-421-015-0000,7030,S,YALE,,3239,6,GREATER GRAND CROSSING,RT-4,67th/Wentworth,"7030 S YALE
CHICAGO, IL
(41.766246, -87.631027)"
20-20-413-021-0000,918,W,69TH,ST,1882,6,ENGLEWOOD,RS-3,67th/Wentworth,"918 W 69TH ST
CHICAGO, IL
(41.768798, -87.647803)"
20-16-300-020-0000,5961,S,HALSTED,,3460,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5961 S HALSTED
CHICAGO, IL
(41.785223, -87.644892)"
20-21-315-026-0000,6902,S,LOWE,,3450,6,ENGLEWOOD,B3-2,67th/Wentworth,"6902 S LOWE
CHICAGO, IL
(41.768871, -87.64089)"
20-20-202-010-0000,6323,S,ABERDEEN,ST,3124,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6323 S ABERDEEN ST
CHICAGO, IL
(41.779012, -87.65206)"
20-29-114-049-0000,7202,S,RACINE,AVE,7251,6,WEST ENGLEWOOD,B1-1,NOT IN TIF,"7202 S RACINE AVE
CHICAGO, IL
(41.762994, -87.654075)"
20-17-430-026-0000,6226,S,GREEN,ST,3092,16,ENGLEWOOD,PD 1227,Englewood Mall,"6226 S GREEN ST
CHICAGO, IL
(41.780517, -87.646211)"
20-16-317-010-0000,427,W,61ST,ST,4570,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"427 W 61ST ST
CHICAGO, IL
(41.783538, -87.636303)"
20-17-226-013-0000,5837,S,ABERDEEN,ST,3118,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5837 S ABERDEEN ST
CHICAGO, IL
(41.787567, -87.652282)"
20-20-429-001-0000,915,W,70TH,ST,7241,6,ENGLEWOOD,RT-4,NOT IN TIF,"915 W 70TH ST
CHICAGO, IL
(41.766986, -87.647449)"
20-16-318-080-0000,6146,S,WALLACE,ST,4632,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6146 S WALLACE ST
CHICAGO, IL
(41.782368, -87.63991)"
20-16-415-011-0000,6127,S,STEWART,AVE,1535,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"6127 S STEWART AVE
CHICAGO, IL
(41.78258, -87.635109)"
20-17-431-015-0000,814,W,63RD,ST,6445,16,ENGLEWOOD,PD 1227,Englewood Mall,"814 W 63RD ST
CHICAGO, IL
(41.779767, -87.645385)"
20-28-305-020-0000,7526,S,EGGLESTON,AVE,4210,6,GREATER GRAND CROSSING,RT-4,NOT IN TIF,"7526 S EGGLESTON AVE
CHICAGO, IL
(41.757607, -87.635706)"
20-21-116-012-0000,6523,S,EMERALD,AVE,2545,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6523 S EMERALD AVE
CHICAGO, IL
(41.775448, -87.643669)"
20-20-400-008-0000,6717,S,RACINE,AVE,3117,16,ENGLEWOOD,RS-3,NOT IN TIF,"6717 S RACINE AVE
CHICAGO, IL
(41.771764, -87.654309)"
20-20-315-024-0000,6810,S,RACINE,AVE,3101,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6810 S RACINE AVE
CHICAGO, IL
(41.770105, -87.654262)"
20-28-108-022-0000,7202,S,EMERALD,AVE,7600,6,ENGLEWOOD,RS-3,NOT IN TIF,"7202 S EMERALD AVE
CHICAGO, IL
(41.763273, -87.642993)"
20-17-218-025-0000,5700,S,CARPENTER,ST,2706,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5700 S CARPENTER ST
CHICAGO, IL
(41.790456, -87.651101)"
20-21-308-027-0000,6848,S,LOWE,AVE,4001,6,ENGLEWOOD,RT-4,67th/Wentworth,"6848 S LOWE AVE
CHICAGO, IL
(41.769265, -87.640208)"
20-16-204-067-0000,5613,S,LA SALLE,ST,3174,3,ENGLEWOOD,B3-1,Washington Park,"5613 S LA SALLE ST
CHICAGO, IL
(41.792387, -87.629248)"
20-16-204-020-0000,5623,S,WENTWORTH,AVE,3176,3,ENGLEWOOD,B3-1,Washington Park,"5623 S WENTWORTH AVE
CHICAGO, IL
(41.792003, -87.630432)"
20-20-225-038-0000,1122,W,MARQUETTE,RD,3249,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1122 W MARQUETTE RD
CHICAGO, IL
(41.77237, -87.652829)"
20-17-217-026-0000,5759,S,MAY,ST,2984,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5759 S MAY ST
CHICAGO, IL
(41.788839, -87.6535)"
20-16-218-039-0000,5766,S,LASALLE,ST,4217,20,ENGLEWOOD,RS-3,Washington Park,"5766 S LASALLE ST
CHICAGO, IL
(41.789016, -87.62915)"
20-16-219-015-0000,5803,S,LA SALLE,ST,3020,20,ENGLEWOOD,RS-3,Washington Park,"5803 S LA SALLE ST
CHICAGO, IL
(41.78878, -87.629141)"
20-17-429-020-0000,914,W,63RD,ST,9341,16,ENGLEWOOD,PD 1227,Englewood Mall,"914 W 63RD ST
CHICAGO, IL
(41.779732, -87.647869)"
20-29-229-029-0000,7426,S,GREEN,ST,3114,17,ENGLEWOOD,RS-3,NOT IN TIF,"7426 S GREEN ST
CHICAGO, IL
(41.759367, -87.645479)"
20-16-318-085-0000,6145,S,HALSTED,ST,3322,16,ENGLEWOOD,C1-2,Englewood Neighborhood,"6145 S HALSTED ST
CHICAGO, IL
(41.782026, -87.644821)"
20-16-300-005-0000,5911,S,HALSTED,,2799,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5911 S HALSTED
CHICAGO, IL
(41.786626, -87.645009)"
20-20-219-043-0000,6556,S,MORGAN,,3136,6,ENGLEWOOD,RS-3,Englewood Neighborhood,"6556 S MORGAN
CHICAGO, IL
(41.775009, -87.649533)"
20-17-423-019-0000,6157,S,GREEN,ST,9088,16,ENGLEWOOD,PD1227/C1-2,Englewood Mall,"6157 S GREEN ST
CHICAGO, IL
(41.782677, -87.646083)"
20-16-409-013-0000,321,W,60TH,PL,4311,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"321 W 60TH PL
CHICAGO, IL
(41.784506, -87.633699)"
20-17-226-037-0000,1044,W,59TH,ST,3130,16,ENGLEWOOD,B3-1,Englewood Neighborhood,"1044 W 59TH ST
CHICAGO, IL
(41.786954, -87.651577)"
20-21-422-001-0000,7001,S,YALE,AVE,5328,6,GREATER GRAND CROSSING,RT-4,67th/Wentworth,"7001 S YALE AVE
CHICAGO, IL
(41.767044, -87.631054)"
20-21-414-024-0000,6936,S,WENTWORTH,AVE,3286,6,GREATER GRAND CROSSING,C1-2,67th/Wentworth,"6936 S WENTWORTH AVE
CHICAGO, IL
(41.767879, -87.629842)"
20-20-209-002-0000,6407,S,MAY,ST,3111,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6407 S MAY ST
CHICAGO, IL
(41.777492, -87.65324)"
20-28-110-018-0000,7253,S,UNION,AVE,3866,6,ENGLEWOOD,RS-3,NOT IN TIF,"7253 S UNION AVE
CHICAGO, IL
(41.761885, -87.641475)"
20-21-119-005-0000,519,W,65TH,ST,3290,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"519 W 65TH ST
CHICAGO, IL
(41.776192, -87.638073)"
20-21-130-016-0000,426,W,MARQUETTE,RD,5252,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"426 W MARQUETTE RD
CHICAGO, IL
(41.772653, -87.636026)"
20-20-315-020-0000,1214,W,69,ST,6156,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1214 W 69 ST
CHICAGO, IL
(41.768688, -87.654867)"
20-21-308-006-0000,6827,S,UNION,AVE,8002,6,ENGLEWOOD,RT-4,67th/Wentworth,"6827 S UNION AVE
CHICAGO, IL
(41.770223, -87.641715)"
20-28-210-021-0000,7220,S,YALE,AVE,6212,6,GREATER GRAND CROSSING,RT-4,NOT IN TIF,"7220 S YALE AVE
CHICAGO, IL
(41.763225, -87.630962)"
20-17-417-038-0000,6154,S,ABERDEEN,ST,3130,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6154 S ABERDEEN ST
CHICAGO, IL
(41.78163, -87.652143)"
20-28-116-001-0000,617,W,73,ST,14698,6,ENGLEWOOD,RS-3,NOT IN TIF,"617 W 73 ST
CHICAGO, IL
(41.761629, -87.640469)"
20-29-219-034-0000,7356,S,MORGAN,ST,6050,17,ENGLEWOOD,RS-3,NOT IN TIF,"7356 S MORGAN ST
CHICAGO, IL
(41.759879, -87.649141)"
20-17-221-025-0000,5714,S,PEORIA,ST,4141,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5714 S PEORIA ST
CHICAGO, IL
(41.790088, -87.647479)"
20-21-123-017-0000,722,W,66TH,PL,3703,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"722 W 66TH PL
CHICAGO, IL
(41.773402, -87.64363)"
20-16-313-004-0000,547,W,60TH,PL,3019,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"547 W 60TH PL
CHICAGO, IL
(41.784364, -87.639441)"
20-20-210-044-0000,6457,S,ABERDEEN,ST,3113,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6457 S ABERDEEN ST
CHICAGO, IL
(41.776177, -87.651978)"
20-20-228-017-0000,6645,S,MORGAN,ST,3886,6,ENGLEWOOD,RS-3,Englewood Neighborhood,"6645 S MORGAN ST
CHICAGO, IL
(41.772483, -87.649501)"
20-16-216-038-0000,5839,S,SHIELDS,AVE,3251,20,ENGLEWOOD,RS-3,NOT IN TIF,"5839 S SHIELDS AVE
CHICAGO, IL
(41.78788, -87.634017)"
20-17-430-030-0000,856,W,63RD,ST,2704,16,ENGLEWOOD,PD 1227,Englewood Mall,"856 W 63RD ST
CHICAGO, IL
(41.779748, -87.646787)"
20-20-406-019-0000,6751,S,PEORIA,ST,3131,6,ENGLEWOOD,RS-3,NOT IN TIF,"6751 S PEORIA ST
CHICAGO, IL
(41.770929, -87.646997)"
20-17-423-064-0000,807,W,61ST,ST,820,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"807 W 61ST ST
CHICAGO, IL
(41.783386, -87.645229)"
20-20-208-006-0000,6411,S,RACINE,AVE,3135,16,ENGLEWOOD,RT-4,Englewood Neighborhood,"6411 S RACINE AVE
CHICAGO, IL
(41.777355, -87.654455)"
20-20-323-023-0000,6922,S,RACINE,AVE,3099,6,WEST ENGLEWOOD,B1-1,NOT IN TIF,"6922 S RACINE AVE
CHICAGO, IL
(41.768269, -87.654214)"
20-16-112-008-0000,5725,S,HALSTED,ST,5896,20,ENGLEWOOD,C1-2,47th/Halsted,"5725 S HALSTED ST
CHICAGO, IL
(41.790234, -87.645034)"
20-21-122-007-0000,423,W,65TH,PL,6756,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"423 W 65TH PL
CHICAGO, IL
(41.775312, -87.635851)"
20-16-204-059-0000,5613,S,LA SALLE,ST,3174,3,ENGLEWOOD,B3-1,Washington Park,"5613 S LA SALLE ST
CHICAGO, IL
(41.792387, -87.629248)"
20-28-300-012-0000,7545,S,HALSTED,ST,2498,17,ENGLEWOOD,B1-2,79th/Vincennes,"7545 S HALSTED ST
CHICAGO, IL
(41.756493, -87.644197)"
20-17-429-015-0000,6243,S,SANGAMON,ST,3114,16,ENGLEWOOD,PD 1227,Englewood Mall,"6243 S SANGAMON ST
CHICAGO, IL
(41.780717, -87.648327)"
20-17-217-053-0000,5729,S,MAY,ST,4669,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5729 S MAY ST
CHICAGO, IL
(41.789573, -87.653522)"
20-21-113-007-0000,6421,S,NORMAL,BLVD,3160,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6421 S NORMAL BLVD
CHICAGO, IL
(41.777368, -87.637468)"
20-17-223-016-0000,5751,S,GREEN,ST,3582,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5751 S GREEN ST
CHICAGO, IL
(41.789167, -87.646248)"
20-21-127-006-0000,527,W,66TH,ST,4472,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"527 W 66TH ST
CHICAGO, IL
(41.774386, -87.637945)"
20-16-409-034-0000,355,W,60TH,PL,2905,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"355 W 60TH PL
CHICAGO, IL
(41.784487, -87.634903)"
20-17-402-016-0000,5929,S,ABERDEEN,,3120,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5929 S ABERDEEN
CHICAGO, IL
(41.786416, -87.652274)"
20-16-204-053-0000,5628,S,LA SALLE,ST,3001,3,ENGLEWOOD,RS-3,Washington Park,"5628 S LA SALLE ST
CHICAGO, IL
(41.791907, -87.629226)"
20-17-123-042-0000,5752,S,RACINE,AVE,3111,16,WEST ENGLEWOOD,B1-1,NOT IN TIF,"5752 S RACINE AVE
CHICAGO, IL
(41.789026, -87.654727)"
20-16-219-002-0000,5741,S,LA SALLE,ST,3041,20,ENGLEWOOD,RS-3,Washington Park,"5741 S LA SALLE ST
CHICAGO, IL
(41.789738, -87.629177)"
20-17-307-038-0000,5944,S,RACINE,AVE,3237,16,WEST ENGLEWOOD,C1-1,NOT IN TIF,"5944 S RACINE AVE
CHICAGO, IL
(41.785545, -87.654676)"
20-17-431-007-0000,6221,S,GREEN,ST,3026,16,ENGLEWOOD,PD1227/C1-2,Englewood Mall,"6221 S GREEN ST
CHICAGO, IL
(41.781002, -87.646237)"
20-21-119-025-0000,516,W,65TH,PL,6324,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"516 W 65TH PL
CHICAGO, IL
(41.775285, -87.637646)"
20-21-302-016-0000,6747,S,UNION,AVE,5309,6,ENGLEWOOD,RT-4,67th/Wentworth,"6747 S UNION AVE
CHICAGO, IL
(41.77114, -87.641741)"
20-17-213-016-0000,5649,S,SANGAMON,,3361,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5649 S SANGAMON
CHICAGO, IL
(41.791565, -87.648708)"
20-29-215-001-0000,813,W,72ND,ST,5825,6,ENGLEWOOD,RS-3,NOT IN TIF,"813 W 72ND ST
CHICAGO, IL
(41.763376, -87.644945)"
20-21-126-026-0000,6618,S,PARNELL,,2899,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"6618 S PARNELL
CHICAGO, IL
(41.773787, -87.638788)"
20-29-213-007-0000,7215,S,SANGAMON,ST,3123,6,ENGLEWOOD,RS-3,NOT IN TIF,"7215 S SANGAMON ST
CHICAGO, IL
(41.762818, -87.647994)"
20-16-200-036-0000,5558,S,SHIELDS,AVE,3012,3,ENGLEWOOD,RS-3,NOT IN TIF,"5558 S SHIELDS AVE
CHICAGO, IL
(41.792662, -87.634116)"
20-16-315-104-0000,6125,S,HALSTED,,1102,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"6125 S HALSTED
CHICAGO, IL
(41.782607, -87.64485)"
20-17-429-029-0000,6230,S,PEORIA,ST,3155,16,ENGLEWOOD,PD 1227,Englewood Mall,"6230 S PEORIA ST
CHICAGO, IL
(41.780491, -87.647234)"
20-16-409-024-0000,324,W,61ST,ST,3533,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"324 W 61ST ST
CHICAGO, IL
(41.783595, -87.633786)"
20-17-426-021-0000,6208,S,CARPENTER,,3106,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6208 S CARPENTER
CHICAGO, IL
(41.781329, -87.65092)"
20-17-406-007-0000,5915,S,PEORIA,ST,3129,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5915 S PEORIA ST
CHICAGO, IL
(41.786459, -87.647397)"
20-29-215-037-0000,7234,S,HALSTED,ST,6005,6,ENGLEWOOD,B1-2,67th/Wentworth,"7234 S HALSTED ST
CHICAGO, IL
(41.762316, -87.644353)"
20-16-102-001-0000,659,W,GARFIELD,BLVD,1650,20,ENGLEWOOD,RT-4,47th/Halsted,"659 W GARFIELD BLVD
CHICAGO, IL
(41.794025, -87.642539)"
20-20-210-039-0000,6446,S,CARPENTER,ST,3117,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6446 S CARPENTER ST
CHICAGO, IL
(41.776411, -87.650784)"
20-28-208-018-0000,7255,S,STEWART,AVE,2818,6,GREATER GRAND CROSSING,RT-4,NOT IN TIF,"7255 S STEWART AVE
CHICAGO, IL
(41.761863, -87.63459)"
20-20-409-032-0000,6826,S,ABERDEEN,ST,3118,16,ENGLEWOOD,RS-3,NOT IN TIF,"6826 S ABERDEEN ST
CHICAGO, IL
(41.769674, -87.651823)"
20-16-216-018-0000,315,W,58TH,ST,4353,20,ENGLEWOOD,RS-3,NOT IN TIF,"315 W 58TH ST
CHICAGO, IL
(41.788869, -87.633426)"
20-17-423-069-0000,807,W,61ST,ST,269,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"807 W 61ST ST
CHICAGO, IL
(41.783386, -87.645229)"
20-29-228-019-0000,7402,S,PEORIA,ST,3118,17,ENGLEWOOD,RS-3,NOT IN TIF,"7402 S PEORIA ST
CHICAGO, IL
(41.759532, -87.646707)"
20-17-430-014-0000,6239,S,PEORIA,DR,11702,16,ENGLEWOOD,PD 1227,Englewood Mall,"6239 S PEORIA DR
CHICAGO, IL
(41.780334, -87.647228)"
20-17-418-004-0000,1047,W,61ST,ST,2964,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1047 W 61ST ST
CHICAGO, IL
(41.783302, -87.651591)"
20-20-410-023-0000,6808,S,CARPENTER,ST,3117,16,ENGLEWOOD,RS-3,NOT IN TIF,"6808 S CARPENTER ST
CHICAGO, IL
(41.77043, -87.650633)"
20-17-403-043-0000,1004,W,60TH,ST,3873,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1004 W 60TH ST
CHICAGO, IL
(41.785148, -87.650481)"
20-17-211-024-0000,5600,S,MORGAN,ST,3100,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5600 S MORGAN ST
CHICAGO, IL
(41.792331, -87.649963)"
20-28-122-013-0000,7444,S,PARNELL,,4000,6,ENGLEWOOD,RS-3,NOT IN TIF,"7444 S PARNELL
CHICAGO, IL
(41.759023, -87.638481)"
